idx,name,address,latitude,longitude,is_shown_user,input_wastes,devices,display_devices,reg_at
3,업사이클에코센터,"인천광역시 미추홀구 매소홀로290번길 7"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""",37.4432153,126.6553661,true,"['캔', '투명 페트']",['NCAB1711007'],['NCAB1711007'],2018-02-06 00:24:21
4,임오동주민센터,"경상북도 구미시 임은길 61 임오동사무소"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1672885036586_경북 구미시_임오동주민센터.jpg",36.0892718,128.3692414,true,"['캔', '투명 페트']",['NCAB1711006'],['NCAB1711006'],2018-02-06 03:16:48
5,상모사곡동주민센터,"경상북도 구미시 상사서로 199 상모사곡동사무소"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1672885049511_경북 구미시_상모사곡동주민센터.jpg",36.099713,128.3578956,true,"['캔', '투명 페트']",['NCAB1711005'],['NCAB1711005'],2018-02-06 03:27:38
6,형곡시립도서관,"경상북도 구미시 경은로 85 구미시립도서관"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1672885059806_경북 구미시_형곡시립도서관.jpg",36.1131072,128.3361809,true,"['캔', '투명 페트']",['NCAB1711004'],['NCAB1711004'],2018-02-06 03:28:44
7,선주원남동주민센터,"경상북도 구미시 봉곡로 42 선주원남동사무소"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1672885071661_경북 구미시_선주원남동주민센터.jpg",36.1425881,128.3101952,true,"['캔', '투명 페트']",['NCAB1711003'],['NCAB1711003'],2018-02-06 03:29:44
8,봉곡테마공원,"경상북도 구미시 봉곡동"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""",36.150563,128.3138658,true,"['캔', '투명 페트']",['NCAB1711002'],['NCAB1711002'],2018-02-06 03:30:26
9,원호민원봉사실,"경상북도 구미시 문장로 182"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1672885094847_경북 구미시_원호민원봉사실.jpg",36.1496101,128.3310628,true,"['캔', '투명 페트']",['NCAB1711001'],['NCAB1711001'],2018-02-06 03:31:03
10,휴먼시아아파트,"경상북도 의성군 의성읍 동서1길 114 상리휴먼시아"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""",36.3501295,128.7082619,true,"['캔', '투명 페트']",['NCAC1803003'],['NCAC1803003'],2018-03-14 06:24:55
11,의성초등학교,"경상북도 의성군 의성읍 후죽리 530-1"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""",36.3520845,128.6955267,true,"['캔', '투명 페트']",['NCAC1804002'],['NCAC1804002'],2018-04-19 08:59:25
13,어름수변공원,"충청남도 당진시 대덕동 1809"",""region_1"":""충청남도"",""region_2"":""당진시"",""region_3"":""대덕동"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1680853983204_dnagjin1.jpg",36.884132188163385,126.64256395051478,true,"['캔', '투명 페트']",['NCAB1805003'],['NCAB1805003'],2018-05-29 07:41:25
18,광진광장,"서울특별시 광진구 군자동 346-42"",""region_1"":""서울특별시"",""region_2"":""광진구"",""region_3"":""군자동"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1712537594315_g2.jpg",37.547941045783645,127.07322996009735,true,"['캔', '투명 페트']","['NCAE1807001', 'SNBI2403031']","['NCAE1807001', 'SNBI2403031']",2018-07-10 02:10:26
19,구의3동주민센터,"서울특별시 광진구 강변역로 17 구의3동 복합청사"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.5380524,127.0920163,true,"['캔', '투명 페트']",['NCAE1807004'],['NCAE1807004'],2018-07-10 02:11:25
20,사려니숲길-자판기옆,"제주특별자치도 서귀포시 표선면 가시리 산 158"",""region_1"":""제주특별자치도"",""region_2"":"""",""image_url"":""",33.395096115401486,126.68473845492254,true,['투명 페트'],['NCAE1810001'],['NCAE1810001'],2018-10-02 04:29:27
22,사려니숲길-화장실옆,"제주특별자치도 서귀포시 표선면 가시리 산 158-4"",""region_1"":""제주특별자치도"",""region_2"":"""",""image_url"":""",33.3951713343846,126.685067629425,true,['투명 페트'],['NCAE1810004'],['NCAE1810004'],2018-10-02 05:00:36
24,강동구청 성안별관,"서울특별시 강동구 성내로3가길 19"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664959252511_서울시 강동구_강동구청 성안별관.jpg",37.530683282893,127.123965277528,true,"['캔', '투명 페트']",['NCAE1810007'],['NCAE1810007'],2018-10-02 06:53:32
25,성일초등학교,"서울특별시 강동구 성내로15길 33 성일스포츠센터 앞"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666085414890_성일초등학교_.jpg",37.5286373,127.1284635,true,"['캔', '투명 페트']",['NCAE1810008'],['NCAE1810008'],2018-10-02 07:18:13
27,해양공원,"전라남도 여수시 종화동 526-7"",""region_1"":""전라남도"",""region_2"":""여수시"",""region_3"":""종화동"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1692687609516_20230822_150807.jpg",34.73879483707378,127.74533819188586,true,"['캔', '투명 페트']","['NCAE1901001', 'NCAE1901010']","['NCAE1901001', 'NCAE1901010']",2019-01-30 03:32:40
28,이순신광장,"전라남도 여수시 이순신광장로"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""",34.7392178,127.7362481,true,"['캔', '투명 페트']","['NCAE1901003', 'NCAE1901005']","['NCAE1901003', 'NCAE1901005']",2019-01-30 03:34:02
29,여수시청,"전라남도 여수시 시청동1길 30"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""",34.759437,127.6633282,true,"['캔', '투명 페트']",['NCAE1901006'],['NCAE1901006'],2019-01-30 03:36:18
30,거북선공원,"전라남도 여수시 선소로 93 전기차충전소 뒷편"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845448440_여수 거북선공원.jpg",34.7617408,127.6676801,true,"['캔', '투명 페트']","['NCAE1901007', 'NCAE1901008']","['NCAE1901007', 'NCAE1901008']",2019-01-30 03:36:55
37,망우역,"서울특별시 중랑구 상봉동 500-1"",""region_1"":""서울특별시"",""region_2"":""중랑구"",""region_3"":""상봉동"",""image_url"":""",37.59844863797278,127.09237992448901,true,"['캔', '투명 페트']","['NCAE1906003', 'NCAE1906004']","['NCAE1906003', 'NCAE1906004']",2019-06-11 02:48:34
39,고양관광정보센터,"경기도 고양시 일산동구 중앙로 1271-1"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861717066_고양.jpg",37.6594810482606,126.77269197510479,true,"['캔', '투명 페트']","['NCAE1906008', 'NCAE1906009']","['NCAE1906008', 'NCAE1906009']",2019-06-11 02:52:53
40,이수흥공원,"경기도 이천시 창전동"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.2823774,127.4420097,true,"['캔', '투명 페트']","['NCAE1906010', 'NCAE1906011']","['NCAE1906010', 'NCAE1906011']",2019-06-11 03:38:07
41,상무시민공원,"광주광역시 서구 치평동 1162"",""region_1"":""광주광역시"",""region_2"":""서구"",""region_3"":""치평동"",""image_url"":""",35.153570941986715,126.84218149335008,true,"['캔', '투명 페트']","['NCAE1906012', 'NCAE1906018', 'SNBI2312018']","['NCAE1906012', 'NCAE1906018', 'SNBI2312018']",2019-06-11 03:50:44
42,동내면사무소,"강원특별자치도 춘천시 동내면 동내로 78"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""",37.8478551,127.7611148,true,"['캔', '투명 페트']",['NCAE1906013'],['NCAE1906013'],2019-06-11 03:50:58
43,효자1동주민센터,"강원특별자치도 춘천시 효자상길 9"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""",37.8721719,127.7275698,true,"['캔', '투명 페트']",['NCAE1906014'],['NCAE1906014'],2019-06-11 03:51:13
44,춘천시청,"강원특별자치도 춘천시 시청길 11"",""region_1"":""강원특별자치도"",""region_2"":""춘천시"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1669171064024_강원 춘천시_춘천시청.jpg",37.8805675277616,127.7296109831504,true,"['캔', '투명 페트']",['NCAE1906015'],['NCAE1906015'],2019-06-11 03:51:33
45,신사우동주민센터,"강원특별자치도 춘천시 사우4길 28"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1669252238391_IMG_5071.jpg",37.9059423,127.7278715,true,"['캔', '투명 페트']",['NCAE1906016'],['NCAE1906016'],2019-06-19 02:38:20
46,약사명동주민센터,"강원특별자치도 춘천시 망대길 9"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1669170867274_강원 춘천시_약사명동행정복지센터.jpg",37.8765662,127.7248152,true,"['캔', '투명 페트']",['NCAE1906017'],['NCAE1906017'],2019-06-19 02:38:53
47,낙성대동주민센터,"서울특별시 관악구 낙성대로4가길 5 낙성대동주민센터"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.4762949,126.9583967,true,"['캔', '투명 페트']",['NCAE1906019'],['NCAE1906019'],2019-06-19 02:39:58
48,하나로마트일도점,"제주특별자치도 제주시 남광로 206"",""region_1"":""제주특별자치도"",""region_2"":""제주시"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1712199081182_하나로마트일도점.jpg",33.503761567786505,126.55268786362696,true,['투명 페트'],"['NCAE1908008', 'NCAG2104026']","['NCAE1908008', 'NCAG2104026']",2019-08-23 07:20:07
49,관음사 야영장 클린하우스 안,"제주특별자치도 제주시 산록북로 588"",""region_1"":""제주특별자치도"",""region_2"":""제주시"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1712198359832_관음사 야영장클린하우스 안.jpg",33.421520407832126,126.54969635640781,true,['투명 페트'],"['NCAE1908002', 'NCAE1908005']","['NCAE1908002', 'NCAE1908005']",2019-08-23 07:20:19
50,하나로마트노형점,"제주특별자치도 제주시 월광로 77"",""region_1"":""제주특별자치도"",""region_2"":""제주시"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1712197742585_하나로마트노형점.jpg",33.48766119327324,126.46767812498989,true,['투명 페트'],"['NCAE1908003', 'NCAE1908007']","['NCAE1908003', 'NCAE1908007']",2019-08-23 07:20:35
51,제주시 성판악 등산로 클린하우스,"제주특별자치도 제주시 조천읍 516로 1865"",""region_1"":""제주특별자치도"",""region_2"":""제주시"",""region_3"":""조천읍"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1712199452062_성판악등산로클린하우스.jpg",33.384503474730415,126.61929057380092,true,['투명 페트'],"['NCAE1908004', 'NCAE1908006']","['NCAE1908004', 'NCAE1908006']",2019-08-23 07:20:47
55,강서구청,"서울특별시 강서구 화곡로 302"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861819046_강서구청.jpg",37.5509646154307,126.849533759513,true,"['캔', '투명 페트']",['NCAG1909001'],['NCAG1909001'],2019-09-27 01:43:30
56,강서구민회관,"서울특별시 강서구 우장산로 66 강서구민회관"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861852732_강서구민회관.jpg",37.5535715,126.8433474,true,"['캔', '투명 페트']",['NCAG1909002'],['NCAG1909002'],2019-09-27 01:43:54
57,가양레포츠센터,"서울특별시 강서구 가양동 1493"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861866850_가양레포츠센터.jpg",37.5596943,126.865198,true,"['캔', '투명 페트']","['NCAG1909003', 'NCAG1909004']","['NCAG1909003', 'NCAG1909004']",2019-09-27 01:44:22
60,국사봉중학교(포인트 적립 불가),"서울특별시 동작구 양녕로20길 20 국사봉중학교"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665658037682_국사봉중 1 (1).png",37.493623,126.9441019,true,"['캔', '투명 페트']",['NCAG1909007'],['NCAG1909007'],2019-09-27 01:46:48
61,세븐일레븐롯데월드몰수족관점,"서울특별시 송파구 올림픽로 300 롯데월드몰 지하 1층 GATE20"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.5134981,127.1040702,true,"['캔', '투명 페트']","['NCAG1909008', 'NCAG1909009']","['NCAG1909008', 'NCAG1909009']",2019-09-27 01:47:10
62,세븐일레븐 도선카페점,"서울특별시 성동구 왕십리로 326, 1층"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.5628379,127.0340538,true,"['캔', '투명 페트']",['NCAG1909010'],['NCAG1909010'],2019-09-27 01:48:00
71,대학동주민센터,"서울특별시 관악구 신림로 111 대학동주민센터"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862045078_대학동주민센터.jpg",37.4706113,126.9369739,true,"['캔', '투명 페트']",['NCAG2001005'],['NCAG2001005'],2020-01-14 06:10:57
72,드림스타트센터,"전라남도 광양시 정수2길 47 광영동사무소"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022395549_전라남도 광양시_광영동주민센터.jpg",34.9628962,127.7219827,true,"['캔', '투명 페트']",['NCAG2001006'],['NCAG2001006'],2020-01-14 06:11:12
73,백운쇼핑센터,"전라남도 광양시 폭포사랑길 99"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022441128_전라남도 광양시_백운쇼핑센터.jpg",34.9402886,127.7322355,true,"['캔', '투명 페트']",['NCAG2001007'],['NCAG2001007'],2020-01-14 06:11:24
74,중마동주민센터,"전라남도 광양시 중마중앙로 119 중마동사무소"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022471620_전라남도 광양시_중마동주민센터.jpg",34.9410142,127.6976752,true,"['캔', '투명 페트']",['NCAG2001008'],['NCAG2001008'],2020-01-14 06:11:38
75,광양읍사무소,"전라남도 광양시 광양읍 남등길 6 광양읍사무소"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022420771_전라남도 광양시_광양읍사무소_2대.jpg",34.9733971,127.5810568,true,"['캔', '투명 페트']","['NCAG2001009', 'NCAG2110005']","['NCAG2001009', 'NCAG2110005']",2020-01-14 06:11:51
77,선원공원,"전라남도 여수시 무선 7길"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845478225_여수 선원공원.jpg",34.773792,127.6510397,true,"['캔', '투명 페트']","['NCAG2003001', 'NCAG2003004']","['NCAG2003001', 'NCAG2003004']",2020-05-01 02:51:04
78,소호요트경기장,"전라남도 여수시 소호동, 자전거 대여소 뒤편"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845506313_여수 소호요트경기장.jpg",34.7387836,127.650754,true,"['캔', '투명 페트']",['NCAG2003002'],['NCAG2003002'],2020-05-01 02:51:39
79,미평공원,"전라남도 여수시 미평동, 미평역 폐역 부근"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845541920_미평공원.jpg",34.7679181,127.7033991,true,"['캔', '투명 페트']","['NCAG2003003', 'NCAG2104003']","['NCAG2003003', 'NCAG2104003']",2020-05-01 02:52:29
80,웅천친수공원,"전라남도 여수시 예울마루로 37-40, 웅천친수공원 모유수유실 옆"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845667043_여수 웅천친수공원.jpg",34.747301,127.6680462,true,"['캔', '투명 페트']","['NCAG2003005', 'NCAG2003006']","['NCAG2003005', 'NCAG2003006']",2020-05-01 02:53:21
81,서강동주민센터,"전라남도 여수시 서교1길 28 서강동주민자치센터"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022196933_전라남도 여수시_서강동주민센터 - 편집.jpg",34.7411441,127.7258934,true,"['캔', '투명 페트']","['NCAG2003007', 'NCAG2003008']","['NCAG2003007', 'NCAG2003008']",2020-05-01 02:54:48
82,미평클린하우스,"전라남도 여수시 미평11길 6"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845143760_여수시 미평클린하우스.jpg",34.769304,127.705117,true,"['캔', '투명 페트']","['NCAG2003009', 'NCAG2003010']","['NCAG2003009', 'NCAG2003010']",2020-05-01 02:56:26
83,한림대,"강원특별자치도 춘천시 한림대학길 1"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665118726115_강원도 춘천시_한림대.jpg",37.886586,127.7401306,true,"['캔', '투명 페트']",['NCAG2003011'],['NCAG2003011'],2020-06-12 00:04:53
84,석사공원,"강원특별자치도 춘천시 석사동 731"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1669185243624_강원도 춘천시_석사공원.jpg",37.8665881,127.7544093,true,"['캔', '투명 페트']",['NCAG2003012'],['NCAG2003012'],2020-06-12 00:05:19
85,연지공원,"경상남도 김해시 금관대로1368번길 9"",""region_1"":""경상남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664957673195_경상남도 김해시_연지공원.jpg",35.2446931,128.8698703,true,"['캔', '투명 페트']","['NCAG2003013', 'NCAG2003014']","['NCAG2003013', 'NCAG2003014']",2020-06-12 00:05:39
87,고창실내체육관,"전라북도 고창군 고창읍 55-2"",""region_1"":""전라북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665017227774_전라북도 고창군_실내체육관.jpg",35.4354939,126.7067707,true,"['캔', '투명 페트']","['NCAG2003017', 'NCAG2003018']","['NCAG2003017', 'NCAG2003018']",2020-06-12 00:06:56
88,강남동행정복지관,"강원특별자치도 춘천시 온의동 6-37"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1669185182156_강원도 춘천시_강남동행정복지센터1.jpg",37.8680384,127.7193904,true,"['캔', '투명 페트']",['NCAG2003019'],['NCAG2003019'],2020-06-12 00:07:55
89,신북읍행정복지센터,"강원특별자치도 춘천시 신북읍 율문길 75"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665660246648_강원도 춘천시_신북읍사무소 1.png",37.9258827,127.7462326,true,"['캔', '투명 페트']",['NCAG2003020'],['NCAG2003020'],2020-06-12 00:08:19
90,평생학습관,"강원특별자치도 삼척시 청석로3길 16-41"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665119693799_강원도 삼척시_평생학습관.jpg",37.4490586,129.178091,true,"['캔', '투명 페트']","['NCAG2006001', 'NCAG2006002']","['NCAG2006001', 'NCAG2006002']",2020-06-12 00:09:15
91,정라동행정복지센터,"강원특별자치도 삼척시 새천년도로 16"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1670565246224_image (5).png",37.4360724,129.1845269,true,"['캔', '투명 페트']",['NCAG2006003'],['NCAG2006003'],2020-06-12 00:09:53
92,삼척시청별관주차장,"강원특별자치도 삼척시 교동 695"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665119614056_강원도 삼척시_삼척시청.png",37.4489282,129.1642743,true,"['캔', '투명 페트']",['NCAG2006004'],['NCAG2006004'],2020-06-12 00:10:15
93,홈플러스삼척점,"강원특별자치도 삼척시 중앙로 258 홈플러스"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665660504438_강원도 삼척시_홈플러스 1.png",37.4464341,129.1683278,true,"['캔', '투명 페트']","['NCAG2006005', 'NCAG2006006']","['NCAG2006005', 'NCAG2006006']",2020-06-12 00:10:31
94,성내동행정복지센터,"강원특별자치도 삼척시 대학로 57"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665119558580_강원도 삼척시_성내동.jpg",37.446215295981354,129.1629287958522,true,"['캔', '투명 페트']",['NCAG2006007'],['NCAG2006007'],2020-06-12 00:11:08
95,남양동행정복지센터,"강원특별자치도 삼척시 남양길 11"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1670565227252_image (4).png",37.4425644575852,129.168465969137,true,"['캔', '투명 페트']",['NCAG2006008'],['NCAG2006008'],2020-06-12 00:11:29
96,암사유적지,"서울특별시 강동구 올림픽로 875"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665121964312_서울시 강동구_암사유적박물관(이전 후).png",37.5605464139303,127.130257802123,true,"['캔', '투명 페트']",['NCAG2006009'],['NCAG2006009'],2020-06-12 00:11:55
97,다산동주민센터,"서울특별시 중구 동호로15길 50 다산동주민센터"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1680255279314_jung-gu3.jpg",37.5542871,127.0082443,true,"['캔', '투명 페트']","['NCAG2006012', 'SNBI2303014']","['NCAG2006012', 'SNBI2303014']",2020-06-12 00:13:43
98,화정2동주민센터,"광주광역시 서구 화운로 94 유니버시아드 힐스테이트 1단지"",""region_1"":""광주광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664958550743_광주광역시 서구_화정2동주민센터 -편집.jpg",35.1465822,126.8821979,true,"['캔', '투명 페트']",['NCAG2006013'],['NCAG2006013'],2020-06-12 00:14:02
99,푸른길광장,"광주광역시 남구 주월동 941-203"",""region_1"":""광주광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664958809897_광주광역시 남구_푸른길광장.jpg",35.1260653,126.896671,true,"['캔', '투명 페트']","['NCAG2006014', 'NCAG2006015']","['NCAG2006014', 'NCAG2006015']",2020-06-12 00:14:17
102,오동도,"전라남도 여수시 오동도로 242, 관광안내소 뒤편"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661845743328_오동도.jpg",34.7452359,127.7660166,true,"['캔', '투명 페트']",['NCAG2006019'],['NCAG2006019'],2020-06-12 00:15:53
103,소리공원,"서울특별시 송파구 문정동 319-1"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665128915436_서울시 송파구_소리공원(송파구) 1.png",37.482558504171045,127.1208830385275,true,"['캔', '투명 페트']",['NCAG2006020'],['NCAG2006020'],2020-06-12 00:16:12
104,석촌호수수변무대,"서울특별시 송파구 석촌호수로 191"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665128651145_서울시 송파구_ 석촌호수(서호) 1.png",37.506760719117224,127.09819020139695,true,"['캔', '투명 페트']",['NCAG2012001'],['NCAG2012001'],2020-12-21 09:40:45
108,목3동행정복지센터 정문 옆,"서울특별시 양천구 목동중앙남로16나길 55"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862126848_목3동행정복지센터 정문.jpg",37.5447333646598,126.864455859678,true,"['캔', '투명 페트']","['NCAG2012007', 'NCAG2012008']","['NCAG2012007', 'NCAG2012008']",2020-12-21 09:43:10
110,강동구민회관,"서울특별시 강동구 상암로 168"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666085444662_강동구민회관.jpg",37.54574669110065,127.14118014203885,true,"['캔', '투명 페트']",['NCAG2102002'],['NCAG2102002'],2021-02-10 00:56:32
111,군포국민체육센터,"경기도 군포시 군포로 339"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664947324335_경기도 군포시_국민체육센터.jpg",37.33859957172142,126.93657876098119,true,"['캔', '투명 페트']",['NCAG2103002'],['NCAG2103002'],2021-03-03 02:34:24
112,김천시청,"경상북도 김천시 시청1길 1"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664949484100_경상북도 김천시_김천시청.jpg",36.1398881671927,128.113624475917,true,"['캔', '투명 페트']",['NCAG2103001'],['NCAG2103001'],2021-03-03 02:34:59
114,노량진2동주민센터,"서울특별시 동작구 장승배기로19길 48"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665026079631_서울시 동작구_노량진2동.png",37.5085057900719,126.937359341221,true,"['캔', '투명 페트']",['NCAG2103005'],['NCAG2103005'],2021-03-03 02:36:49
115,상도4동주민센터,"서울특별시 동작구 양녕로27길 44"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665026157823_서울시 동작구_상도4동 행정복지센터.png",37.49937527396049,126.941401972639,true,"['캔', '투명 페트']",['NCAG2103006'],['NCAG2103006'],2021-03-03 02:37:08
116,상도3동주민센터,"서울특별시 동작구 성대로2길 11"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665127159476_서울시 동작구_상도3동 행정복지센터 1.png",37.4992040702905,126.931341762113,true,"['캔', '투명 페트']",['NCAG2103007'],['NCAG2103007'],2021-03-03 02:37:27
119,수변공원,"전라남도 여수시 어항단지로 147"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665662029527_전라남도 여수시_수변공원 1.png",34.72853199496777,127.72335805574247,true,"['캔', '투명 페트']","['NCAG2104001', 'NCAG2104002']","['NCAG2104001', 'NCAG2104002']",2021-04-06 04:36:12
120,차동공원,"전라남도 여수시 소라면 죽림리 1140"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022280325_전라남도 여수시_차동공원 - 편집.jpg",34.76522118451785,127.63744135891804,true,"['캔', '투명 페트']","['NCAG2104004', 'NCAG2104005']","['NCAG2104004', 'NCAG2104005']",2021-04-06 06:22:52
