idx,name,address,latitude,longitude,is_shown_user,input_wastes,devices,display_devices,reg_at,region_1,region_2,image_url
191,범서초등학교(포인트 적립 불가),"울산광역시 울주군 범서읍 천상1길 7""",35.56465077770222,129.23069535362455,true,[],[],[],2021-10-15 06:00:46,,,
192,세븐일레븐 답십리위브점,"서울특별시 동대문구 답십리로 130""",37.57284127095628,127.0523797517403,true,[],[],[],2021-11-01 08:21:45,,,
193,세븐일레븐 챌린지스토어점,"서울특별시 송파구 올림픽로 269""",37.5144892393692,127.100621697839,true,[],[],[],2021-11-01 09:32:00,,,
194,세븐일레븐 면목엠비스점,"서울특별시 중랑구 상봉로 37""",37.5892832704523,127.093564246396,true,[],[],[],2021-11-04 02:10:49,,,
196,세븐일레븐 쌍문중앙점,"서울특별시 도봉구 우이천로32길 49""",37.64991545854233,127.02492510985007,true,[],[],[],2021-11-04 05:12:02,,,
198,세븐일레븐 판교도서관점,"경기도 성남시 분당구 판교동 613-1""",37.3911865555337,127.090539505419,true,[],[],[],2021-11-08 03:40:38,,,
199,세븐일레븐 동부센터점,"서울특별시 광진구 능동로 268""",37.5538530156925,127.078042679432,true,[],[],[],2021-11-08 07:14:33,,,
200,세븐일레븐 대치3호점,"서울특별시 강남구 삼성로 151""",37.49313550057345,127.0609768628213,true,[],[],[],2021-11-08 08:28:11,,,
201,세븐일레븐 광명여성회관점,"경기도 광명시 충현로4번길 10""",37.4352168943163,126.88034141443,true,[],[],[],2021-11-09 01:48:17,,,
202,세븐일레븐 신림대학스타점,"서울특별시 관악구 호암로24길 6""",37.4699117670036,126.933579707983,true,[],[],[],2021-11-09 02:55:03,,,
204,세븐일레븐 장안현대홈타운점,"서울특별시 동대문구 답십리로72길 34""",37.57069763596722,127.0737729384497,true,[],[],[],2021-11-09 06:02:37,,,
205,세븐일레븐 마로니에공원점,"서울특별시 종로구 대학로 116""",37.5815366512951,127.002340109386,true,[],[],[],2021-11-09 07:08:32,,,
207,세븐일레븐 홍대5번출구점,"서울특별시 마포구 신촌로2안길 2""",37.557590164922864,126.92730893861436,true,[],[],[],2021-11-09 08:22:07,,,
211,세븐일레븐 압구정 2점,"서울특별시 강남구 압구정로28길 28""",37.5248057184672,127.0275849008041,true,[],[],[],2021-11-16 05:47:01,,,
212,세븐일레븐 역삼 14호점,"서울특별시 강남구 논현로105길 53""",37.5051308145897,127.029984371826,true,[],[],[],2021-11-16 06:20:49,,,
213,세븐일레븐 성북두산점,"서울특별시 성북구 화랑로48길 16""",37.61269453385915,127.06877829770444,true,[],[],[],2021-11-16 07:04:24,,,
214,롯데마트 이천점 정문,"경기도 이천시 안흥동 474""",37.27419452816988,127.45461064228596,true,[],[],[],2021-11-30 01:09:25,,,
215,세븐일레븐 건양대간호학관,"대전광역시 서구 관저동로 158""",36.30699499788398,127.34462121371035,true,[],[],[],2021-11-30 07:05:37,,,
216,롯데마트 계양점 지하2층,"인천광역시 계양구 장제로 822""",37.540891012389686,126.73605773826154,true,[],[],[],2021-12-01 02:13:49,,,
217,롯데마트 연수점 1층,"인천광역시 연수구 청능대로 87""",37.415082706966125,126.6751674409779,true,[],[],[],2021-12-01 03:13:40,,,
218,롯데마트 오산점 1층,"경기도 오산시 경기대로 271""",37.1494205306333,127.073027965952,true,[],[],[],2021-12-01 04:42:46,,,
219,롯데마트 시흥배곧점 1층,"경기도 시흥시 서울대학로278번길 67""",37.36878540957944,126.73146317267782,true,[],[],[],2021-12-01 04:54:23,,,
220,롯데마트 영통점 지하2층,"경기도 수원시 영통구 봉영로 1579""",37.25292507243592,127.07180216999024,true,[],[],[],2021-12-01 05:57:50,,,
221,롯데마트 안산점 1층,"경기도 안산시 상록구 항가울로 422""",37.31801041954781,126.84650206924374,true,[],[],[],2021-12-01 06:21:11,,,
222,롯데마트 상록점 1층,"경기도 안산시 상록구 반석로 20""",37.296611997867416,126.86207596279132,true,[],[],[],2021-12-01 07:13:19,,,
223,롯데마트 광교점 지하1층,"경기도 수원시 영통구 센트럴타운로 85""",37.2907135761798,127.049404741773,true,[],[],[],2021-12-01 07:51:34,,,
224,롯데마트 양평점 3층,"서울특별시 영등포구 선유로 138""",37.52609625965927,126.89157717968,true,[],[],[],2021-12-02 02:59:22,,,
225,롯데마트 검단점 1층,"인천광역시 서구 원당대로 581""",37.5945702184535,126.664496884957,true,[],[],[],2021-12-02 03:12:33,,,
226,롯데마트 서초점 지하4층,"서울특별시 서초구 서초대로38길 12""",37.4900696218267,127.00633218032168,true,[],[],[],2021-12-02 05:43:22,,,
227,롯데마트 부평점 1층,"인천광역시 부평구 마장로 296""",37.50499825799793,126.70409293323978,true,[],[],[],2021-12-02 06:43:26,,,
